label,category,image_path,id
1,1,47539/s2.tif,47539
1,1,35141/s2.tif,35141
0,0,48909/s2.tif,48909
1,1,74941/s2.tif,74941
0,0,3441/s2.tif,3441
1,1,34019/s2.tif,34019
0,0,72938/s2.tif,72938
0,0,29823/s2.tif,29823
0,0,6170/s2.tif,6170
0,0,21980/s2.tif,21980
0,0,45203/s2.tif,45203
1,1,13347/s2.tif,13347
1,1,100567/s2.tif,100567
0,0,101958/s2.tif,101958
0,0,93077/s2.tif,93077
1,1,67690/s2.tif,67690
0,0,67445/s2.tif,67445
1,1,50212/s2.tif,50212
1,1,87447/s2.tif,87447
0,0,9539/s2.tif,9539
0,0,71191/s2.tif,71191
0,0,87120/s2.tif,87120
1,1,24786/s2.tif,24786
1,1,52043/s2.tif,52043
1,1,5253/s2.tif,5253
0,0,42754/s2.tif,42754
1,1,105704/s2.tif,105704
0,0,19716/s2.tif,19716
1,1,77635/s2.tif,77635
0,0,93780/s2.tif,93780
1,1,12606/s2.tif,12606
0,0,36536/s2.tif,36536
1,1,36973/s2.tif,36973
0,0,77772/s2.tif,77772
1,1,2503/s2.tif,2503
0,0,77998/s2.tif,77998
1,1,12832/s2.tif,12832
0,0,49547/s2.tif,49547
1,1,87281/s2.tif,87281
1,1,50647/s2.tif,50647
1,1,40756/s2.tif,40756
0,0,8941/s2.tif,8941
0,0,75020/s2.tif,75020
1,1,96698/s2.tif,96698
0,0,26822/s2.tif,26822
1,1,81080/s2.tif,81080
1,1,100227/s2.tif,100227
1,1,7070/s2.tif,7070
1,1,92430/s2.tif,92430
1,1,42574/s2.tif,42574
0,0,49777/s2.tif,49777
0,0,6116/s2.tif,6116
0,0,97357/s2.tif,97357
0,0,27882/s2.tif,27882
0,0,76449/s2.tif,76449
1,1,95067/s2.tif,95067
0,0,43605/s2.tif,43605
1,1,54192/s2.tif,54192
0,0,80387/s2.tif,80387
0,0,49052/s2.tif,49052
0,0,16232/s2.tif,16232
1,1,8266/s2.tif,8266
1,1,87479/s2.tif,87479
1,1,82147/s2.tif,82147
1,1,62131/s2.tif,62131
0,0,46739/s2.tif,46739
0,0,98758/s2.tif,98758
0,0,60413/s2.tif,60413
0,0,105544/s2.tif,105544
0,0,84697/s2.tif,84697
1,1,98947/s2.tif,98947
1,1,23085/s2.tif,23085
1,1,49416/s2.tif,49416
1,1,13564/s2.tif,13564
1,1,69383/s2.tif,69383
0,0,79044/s2.tif,79044
0,0,41448/s2.tif,41448
0,0,3236/s2.tif,3236
0,0,52506/s2.tif,52506
1,1,55589/s2.tif,55589
1,1,30213/s2.tif,30213
1,1,89979/s2.tif,89979
1,1,30242/s2.tif,30242
0,0,44325/s2.tif,44325
0,0,28414/s2.tif,28414
0,0,49422/s2.tif,49422
1,1,57483/s2.tif,57483
1,1,23255/s2.tif,23255
1,1,18606/s2.tif,18606
0,0,89045/s2.tif,89045
1,1,1461/s2.tif,1461
1,1,65320/s2.tif,65320
0,0,50104/s2.tif,50104
1,1,35398/s2.tif,35398
0,0,92158/s2.tif,92158
0,0,68455/s2.tif,68455
0,0,8811/s2.tif,8811
1,1,89152/s2.tif,89152
0,0,937/s2.tif,937
0,0,46985/s2.tif,46985
1,1,6541/s2.tif,6541
1,1,46805/s2.tif,46805
0,0,67629/s2.tif,67629
1,1,29317/s2.tif,29317
1,1,9780/s2.tif,9780
0,0,53431/s2.tif,53431
0,0,78234/s2.tif,78234
1,1,25914/s2.tif,25914
0,0,63960/s2.tif,63960
0,0,7558/s2.tif,7558
0,0,82031/s2.tif,82031
1,1,85713/s2.tif,85713
0,0,32235/s2.tif,32235
0,0,99018/s2.tif,99018
0,0,90374/s2.tif,90374
0,0,80207/s2.tif,80207
1,1,90208/s2.tif,90208
0,0,84899/s2.tif,84899
0,0,99433/s2.tif,99433
1,1,39104/s2.tif,39104
1,1,66221/s2.tif,66221
1,1,6034/s2.tif,6034
1,1,29881/s2.tif,29881
0,0,23805/s2.tif,23805
0,0,76845/s2.tif,76845
1,1,104426/s2.tif,104426
1,1,13100/s2.tif,13100
1,1,2980/s2.tif,2980
1,1,65605/s2.tif,65605
0,0,89548/s2.tif,89548
0,0,69297/s2.tif,69297
0,0,52519/s2.tif,52519
1,1,76791/s2.tif,76791
0,0,92446/s2.tif,92446
1,1,3317/s2.tif,3317
0,0,69457/s2.tif,69457
0,0,79549/s2.tif,79549
0,0,31144/s2.tif,31144
1,1,106575/s2.tif,106575
0,0,106277/s2.tif,106277
0,0,104425/s2.tif,104425
0,0,92760/s2.tif,92760
1,1,4752/s2.tif,4752
0,0,70527/s2.tif,70527
0,0,102911/s2.tif,102911
1,1,74312/s2.tif,74312
0,0,94932/s2.tif,94932
1,1,76085/s2.tif,76085
0,0,58303/s2.tif,58303
1,1,57/s2.tif,57
0,0,47001/s2.tif,47001
1,1,3892/s2.tif,3892
0,0,76917/s2.tif,76917
0,0,27110/s2.tif,27110
1,1,77806/s2.tif,77806
1,1,13384/s2.tif,13384
1,1,47139/s2.tif,47139
1,1,92146/s2.tif,92146
1,1,94745/s2.tif,94745
1,1,74375/s2.tif,74375
1,1,71618/s2.tif,71618
0,0,65810/s2.tif,65810
1,1,51236/s2.tif,51236
1,1,31593/s2.tif,31593
0,0,91445/s2.tif,91445
1,1,69122/s2.tif,69122
0,0,62760/s2.tif,62760
1,1,49352/s2.tif,49352
1,1,73682/s2.tif,73682
1,1,78009/s2.tif,78009
1,1,71101/s2.tif,71101
1,1,61904/s2.tif,61904
0,0,93907/s2.tif,93907
1,1,103374/s2.tif,103374
0,0,25742/s2.tif,25742
1,1,17968/s2.tif,17968
1,1,70626/s2.tif,70626
1,1,45353/s2.tif,45353
1,1,74250/s2.tif,74250
1,1,3837/s2.tif,3837
1,1,10553/s2.tif,10553
1,1,95557/s2.tif,95557
1,1,93235/s2.tif,93235
0,0,81745/s2.tif,81745
1,1,23659/s2.tif,23659
1,1,32600/s2.tif,32600
1,1,1648/s2.tif,1648
0,0,65991/s2.tif,65991
0,0,22989/s2.tif,22989
0,0,68208/s2.tif,68208
1,1,10994/s2.tif,10994
0,0,66284/s2.tif,66284
1,1,67700/s2.tif,67700
1,1,86495/s2.tif,86495
0,0,85257/s2.tif,85257
1,1,58561/s2.tif,58561
0,0,34116/s2.tif,34116
1,1,15329/s2.tif,15329
0,0,103772/s2.tif,103772
0,0,24055/s2.tif,24055
1,1,10074/s2.tif,10074
1,1,100748/s2.tif,100748
0,0,25089/s2.tif,25089
0,0,47108/s2.tif,47108
1,1,72638/s2.tif,72638
0,0,51394/s2.tif,51394
1,1,88885/s2.tif,88885
1,1,56370/s2.tif,56370
0,0,39007/s2.tif,39007
0,0,87739/s2.tif,87739
1,1,28618/s2.tif,28618
0,0,55519/s2.tif,55519
1,1,4466/s2.tif,4466
1,1,13126/s2.tif,13126
0,0,47354/s2.tif,47354
0,0,30522/s2.tif,30522
1,1,43890/s2.tif,43890
0,0,26017/s2.tif,26017
1,1,22624/s2.tif,22624
0,0,81204/s2.tif,81204
1,1,40180/s2.tif,40180
0,0,58948/s2.tif,58948
1,1,23133/s2.tif,23133
1,1,32034/s2.tif,32034
1,1,96742/s2.tif,96742
0,0,71956/s2.tif,71956
0,0,101975/s2.tif,101975
1,1,79875/s2.tif,79875
1,1,6115/s2.tif,6115
0,0,95607/s2.tif,95607
1,1,98600/s2.tif,98600
1,1,62014/s2.tif,62014
1,1,59674/s2.tif,59674
1,1,2294/s2.tif,2294
0,0,25485/s2.tif,25485
0,0,18622/s2.tif,18622
0,0,104047/s2.tif,104047
1,1,86705/s2.tif,86705
0,0,35238/s2.tif,35238
0,0,5203/s2.tif,5203
0,0,6434/s2.tif,6434
1,1,6002/s2.tif,6002
1,1,22568/s2.tif,22568
1,1,1914/s2.tif,1914
1,1,27230/s2.tif,27230
1,1,60642/s2.tif,60642
1,1,101573/s2.tif,101573
1,1,47715/s2.tif,47715
0,0,99049/s2.tif,99049
0,0,38674/s2.tif,38674
0,0,31176/s2.tif,31176
1,1,90216/s2.tif,90216
0,0,38739/s2.tif,38739
1,1,4990/s2.tif,4990
0,0,37613/s2.tif,37613
0,0,80453/s2.tif,80453
0,0,39812/s2.tif,39812
1,1,63747/s2.tif,63747
0,0,72159/s2.tif,72159
1,1,32097/s2.tif,32097
0,0,90868/s2.tif,90868
1,1,63577/s2.tif,63577
1,1,29586/s2.tif,29586
0,0,95477/s2.tif,95477
1,1,19866/s2.tif,19866
1,1,98052/s2.tif,98052
0,0,38987/s2.tif,38987
0,0,8064/s2.tif,8064
1,1,16442/s2.tif,16442
1,1,102945/s2.tif,102945
1,1,22309/s2.tif,22309
1,1,7180/s2.tif,7180
1,1,30407/s2.tif,30407
1,1,6859/s2.tif,6859
0,0,66291/s2.tif,66291
1,1,49315/s2.tif,49315
1,1,60120/s2.tif,60120
1,1,57261/s2.tif,57261
1,1,53779/s2.tif,53779
1,1,106463/s2.tif,106463
1,1,92924/s2.tif,92924
1,1,51508/s2.tif,51508
0,0,72226/s2.tif,72226
0,0,51021/s2.tif,51021
0,0,94424/s2.tif,94424
0,0,61447/s2.tif,61447
1,1,46707/s2.tif,46707
1,1,82066/s2.tif,82066
0,0,56324/s2.tif,56324
1,1,45869/s2.tif,45869
0,0,20045/s2.tif,20045
1,1,85451/s2.tif,85451
1,1,7427/s2.tif,7427
0,0,2604/s2.tif,2604
0,0,9948/s2.tif,9948
1,1,33421/s2.tif,33421
0,0,25366/s2.tif,25366
1,1,41021/s2.tif,41021
1,1,20123/s2.tif,20123
1,1,63952/s2.tif,63952
0,0,103747/s2.tif,103747
1,1,25938/s2.tif,25938
1,1,101251/s2.tif,101251
1,1,60492/s2.tif,60492
1,1,93187/s2.tif,93187
0,0,104603/s2.tif,104603
0,0,105232/s2.tif,105232
0,0,973/s2.tif,973
1,1,59084/s2.tif,59084
1,1,73030/s2.tif,73030
1,1,100184/s2.tif,100184
1,1,88847/s2.tif,88847
0,0,83376/s2.tif,83376
0,0,12102/s2.tif,12102
1,1,84834/s2.tif,84834
1,1,70196/s2.tif,70196
0,0,37913/s2.tif,37913
0,0,67307/s2.tif,67307
0,0,5414/s2.tif,5414
0,0,92502/s2.tif,92502
1,1,37016/s2.tif,37016
1,1,91793/s2.tif,91793
1,1,72083/s2.tif,72083
0,0,105839/s2.tif,105839
0,0,36488/s2.tif,36488
1,1,84938/s2.tif,84938
0,0,57358/s2.tif,57358
1,1,6574/s2.tif,6574
1,1,9904/s2.tif,9904
1,1,80008/s2.tif,80008
1,1,73549/s2.tif,73549
0,0,42511/s2.tif,42511
0,0,3694/s2.tif,3694
1,1,30999/s2.tif,30999
1,1,37563/s2.tif,37563
0,0,92608/s2.tif,92608
1,1,56455/s2.tif,56455
1,1,47040/s2.tif,47040
0,0,50906/s2.tif,50906
1,1,11259/s2.tif,11259
0,0,78214/s2.tif,78214
1,1,39603/s2.tif,39603
0,0,28647/s2.tif,28647
1,1,92674/s2.tif,92674
1,1,92973/s2.tif,92973
0,0,99575/s2.tif,99575
1,1,63451/s2.tif,63451
1,1,1373/s2.tif,1373
1,1,156/s2.tif,156
1,1,11253/s2.tif,11253
1,1,71366/s2.tif,71366
0,0,79083/s2.tif,79083
0,0,29636/s2.tif,29636
0,0,40032/s2.tif,40032
0,0,14046/s2.tif,14046
1,1,21277/s2.tif,21277
0,0,63490/s2.tif,63490
0,0,36185/s2.tif,36185
1,1,69480/s2.tif,69480
1,1,90736/s2.tif,90736
1,1,55925/s2.tif,55925
0,0,69075/s2.tif,69075
1,1,70873/s2.tif,70873
0,0,49159/s2.tif,49159
1,1,79674/s2.tif,79674
1,1,18318/s2.tif,18318
0,0,89308/s2.tif,89308
0,0,92551/s2.tif,92551
1,1,38592/s2.tif,38592
0,0,63005/s2.tif,63005
0,0,38731/s2.tif,38731
0,0,78523/s2.tif,78523
1,1,76819/s2.tif,76819
1,1,24431/s2.tif,24431
1,1,76414/s2.tif,76414
0,0,25164/s2.tif,25164
0,0,2137/s2.tif,2137
0,0,50026/s2.tif,50026
1,1,71551/s2.tif,71551
0,0,82421/s2.tif,82421
0,0,29788/s2.tif,29788
1,1,4363/s2.tif,4363
1,1,1196/s2.tif,1196
1,1,58790/s2.tif,58790
1,1,101783/s2.tif,101783
0,0,61317/s2.tif,61317
0,0,8796/s2.tif,8796
1,1,16734/s2.tif,16734
0,0,53902/s2.tif,53902
0,0,31449/s2.tif,31449
0,0,67306/s2.tif,67306
0,0,54075/s2.tif,54075
1,1,98556/s2.tif,98556
1,1,55681/s2.tif,55681
0,0,40874/s2.tif,40874
1,1,95323/s2.tif,95323
0,0,25673/s2.tif,25673
0,0,37056/s2.tif,37056
1,1,15728/s2.tif,15728
1,1,41058/s2.tif,41058
1,1,1175/s2.tif,1175
1,1,76416/s2.tif,76416
0,0,41881/s2.tif,41881
0,0,4806/s2.tif,4806
0,0,34667/s2.tif,34667
0,0,94910/s2.tif,94910
0,0,97872/s2.tif,97872
1,1,97808/s2.tif,97808
0,0,67613/s2.tif,67613
0,0,3659/s2.tif,3659
0,0,14993/s2.tif,14993
0,0,70055/s2.tif,70055
1,1,73161/s2.tif,73161
0,0,53564/s2.tif,53564
0,0,105153/s2.tif,105153
1,1,79536/s2.tif,79536
0,0,70866/s2.tif,70866
0,0,53654/s2.tif,53654
1,1,68014/s2.tif,68014
0,0,96296/s2.tif,96296
1,1,80095/s2.tif,80095
0,0,102099/s2.tif,102099
0,0,10552/s2.tif,10552
0,0,65196/s2.tif,65196
0,0,44219/s2.tif,44219
1,1,12582/s2.tif,12582
0,0,71728/s2.tif,71728
1,1,84069/s2.tif,84069
0,0,79819/s2.tif,79819
1,1,13417/s2.tif,13417
0,0,71418/s2.tif,71418
0,0,63344/s2.tif,63344
1,1,77713/s2.tif,77713
1,1,44964/s2.tif,44964
1,1,106166/s2.tif,106166
0,0,2129/s2.tif,2129
0,0,42675/s2.tif,42675
1,1,92474/s2.tif,92474
0,0,58172/s2.tif,58172
1,1,2253/s2.tif,2253
0,0,33023/s2.tif,33023
0,0,72681/s2.tif,72681
0,0,46322/s2.tif,46322
1,1,47/s2.tif,47
0,0,40061/s2.tif,40061
0,0,52249/s2.tif,52249
0,0,24914/s2.tif,24914
0,0,38685/s2.tif,38685
1,1,103938/s2.tif,103938
0,0,29182/s2.tif,29182
0,0,29461/s2.tif,29461
1,1,28236/s2.tif,28236
1,1,90805/s2.tif,90805
0,0,49156/s2.tif,49156
0,0,8091/s2.tif,8091
0,0,77959/s2.tif,77959
0,0,102140/s2.tif,102140
1,1,33467/s2.tif,33467
0,0,45894/s2.tif,45894
0,0,66782/s2.tif,66782
1,1,14960/s2.tif,14960
0,0,94938/s2.tif,94938
1,1,19553/s2.tif,19553
0,0,7765/s2.tif,7765
0,0,14563/s2.tif,14563
1,1,103171/s2.tif,103171
1,1,26103/s2.tif,26103
0,0,80860/s2.tif,80860
1,1,96903/s2.tif,96903
0,0,103334/s2.tif,103334
1,1,47265/s2.tif,47265
0,0,15502/s2.tif,15502
1,1,99103/s2.tif,99103
0,0,70117/s2.tif,70117
1,1,89130/s2.tif,89130
1,1,45228/s2.tif,45228
0,0,21105/s2.tif,21105
0,0,59264/s2.tif,59264
1,1,37829/s2.tif,37829
1,1,97055/s2.tif,97055
0,0,96929/s2.tif,96929
0,0,89533/s2.tif,89533
1,1,29918/s2.tif,29918
1,1,82425/s2.tif,82425
1,1,102337/s2.tif,102337
1,1,50756/s2.tif,50756
0,0,59869/s2.tif,59869
0,0,87152/s2.tif,87152
1,1,3122/s2.tif,3122
1,1,98389/s2.tif,98389
0,0,63581/s2.tif,63581
1,1,24681/s2.tif,24681
1,1,15645/s2.tif,15645
0,0,50795/s2.tif,50795
0,0,92024/s2.tif,92024
0,0,41615/s2.tif,41615
0,0,58373/s2.tif,58373
0,0,36539/s2.tif,36539
1,1,39659/s2.tif,39659
1,1,13193/s2.tif,13193
0,0,96481/s2.tif,96481
0,0,15168/s2.tif,15168
0,0,22250/s2.tif,22250
0,0,72760/s2.tif,72760
1,1,21009/s2.tif,21009
0,0,76347/s2.tif,76347
0,0,71969/s2.tif,71969
0,0,73312/s2.tif,73312
1,1,19004/s2.tif,19004
0,0,90654/s2.tif,90654
1,1,78048/s2.tif,78048
0,0,66799/s2.tif,66799
1,1,4678/s2.tif,4678
0,0,98663/s2.tif,98663
0,0,14055/s2.tif,14055
0,0,10020/s2.tif,10020
0,0,6958/s2.tif,6958
1,1,8277/s2.tif,8277
0,0,73281/s2.tif,73281
1,1,85073/s2.tif,85073
1,1,71623/s2.tif,71623
0,0,75511/s2.tif,75511
1,1,26914/s2.tif,26914
0,0,9282/s2.tif,9282
1,1,11257/s2.tif,11257
0,0,69361/s2.tif,69361
1,1,36129/s2.tif,36129
1,1,34509/s2.tif,34509
0,0,9477/s2.tif,9477
0,0,81246/s2.tif,81246
1,1,36379/s2.tif,36379
1,1,27432/s2.tif,27432
1,1,97130/s2.tif,97130
0,0,48136/s2.tif,48136
1,1,80211/s2.tif,80211
0,0,46230/s2.tif,46230
0,0,81535/s2.tif,81535
0,0,32439/s2.tif,32439
0,0,73323/s2.tif,73323
1,1,65567/s2.tif,65567
1,1,27769/s2.tif,27769
1,1,11254/s2.tif,11254
1,1,1692/s2.tif,1692
1,1,72053/s2.tif,72053
0,0,51065/s2.tif,51065
1,1,88245/s2.tif,88245
1,1,51483/s2.tif,51483
1,1,20389/s2.tif,20389
0,0,91147/s2.tif,91147
0,0,54554/s2.tif,54554
0,0,28958/s2.tif,28958
1,1,26601/s2.tif,26601
1,1,95037/s2.tif,95037
0,0,82308/s2.tif,82308
1,1,82180/s2.tif,82180
1,1,35088/s2.tif,35088
0,0,24550/s2.tif,24550
1,1,348/s2.tif,348
0,0,57901/s2.tif,57901
0,0,30800/s2.tif,30800
1,1,8212/s2.tif,8212
1,1,52628/s2.tif,52628
1,1,52334/s2.tif,52334
0,0,102755/s2.tif,102755
1,1,1119/s2.tif,1119
0,0,22253/s2.tif,22253
1,1,1667/s2.tif,1667
1,1,5858/s2.tif,5858
1,1,52381/s2.tif,52381
1,1,18740/s2.tif,18740
1,1,97013/s2.tif,97013
0,0,60577/s2.tif,60577
1,1,104896/s2.tif,104896
0,0,60848/s2.tif,60848
1,1,34166/s2.tif,34166
1,1,4681/s2.tif,4681
0,0,84512/s2.tif,84512
0,0,33296/s2.tif,33296
0,0,30742/s2.tif,30742
0,0,57874/s2.tif,57874
1,1,82908/s2.tif,82908
0,0,5947/s2.tif,5947
0,0,34894/s2.tif,34894
1,1,100512/s2.tif,100512
0,0,2063/s2.tif,2063
0,0,49526/s2.tif,49526
1,1,45604/s2.tif,45604
0,0,16804/s2.tif,16804
0,0,75953/s2.tif,75953
0,0,75589/s2.tif,75589
1,1,102037/s2.tif,102037
0,0,38228/s2.tif,38228
0,0,15174/s2.tif,15174
1,1,70484/s2.tif,70484
1,1,62307/s2.tif,62307
0,0,64078/s2.tif,64078
0,0,79495/s2.tif,79495
1,1,78415/s2.tif,78415
1,1,35904/s2.tif,35904
0,0,70658/s2.tif,70658
0,0,101144/s2.tif,101144
1,1,55003/s2.tif,55003
1,1,46146/s2.tif,46146
0,0,79818/s2.tif,79818
0,0,14636/s2.tif,14636
1,1,11484/s2.tif,11484
1,1,38861/s2.tif,38861
1,1,56229/s2.tif,56229
1,1,659/s2.tif,659
1,1,73102/s2.tif,73102
1,1,12588/s2.tif,12588
0,0,39526/s2.tif,39526
1,1,67186/s2.tif,67186
0,0,93895/s2.tif,93895
0,0,28423/s2.tif,28423
0,0,107017/s2.tif,107017
1,1,95959/s2.tif,95959
0,0,85967/s2.tif,85967
1,1,52657/s2.tif,52657
1,1,20130/s2.tif,20130
1,1,13333/s2.tif,13333
0,0,40523/s2.tif,40523
1,1,34868/s2.tif,34868
1,1,23886/s2.tif,23886
0,0,65504/s2.tif,65504
0,0,84894/s2.tif,84894
1,1,67268/s2.tif,67268
1,1,94259/s2.tif,94259
0,0,80916/s2.tif,80916
1,1,85063/s2.tif,85063
1,1,4470/s2.tif,4470
1,1,96972/s2.tif,96972
0,0,104040/s2.tif,104040
1,1,104731/s2.tif,104731
1,1,68659/s2.tif,68659
1,1,49045/s2.tif,49045
0,0,18840/s2.tif,18840
1,1,21030/s2.tif,21030
1,1,19369/s2.tif,19369
0,0,27675/s2.tif,27675
1,1,59348/s2.tif,59348
1,1,85628/s2.tif,85628
0,0,68617/s2.tif,68617
0,0,45489/s2.tif,45489
0,0,5152/s2.tif,5152
0,0,57686/s2.tif,57686
0,0,95532/s2.tif,95532
1,1,81165/s2.tif,81165
1,1,77847/s2.tif,77847
1,1,19039/s2.tif,19039
1,1,74850/s2.tif,74850
0,0,3421/s2.tif,3421
1,1,13576/s2.tif,13576
1,1,23153/s2.tif,23153
1,1,7956/s2.tif,7956
1,1,96527/s2.tif,96527
0,0,92201/s2.tif,92201
1,1,43139/s2.tif,43139
1,1,96668/s2.tif,96668
0,0,57896/s2.tif,57896
1,1,72720/s2.tif,72720
0,0,46740/s2.tif,46740
1,1,69444/s2.tif,69444
0,0,60086/s2.tif,60086
1,1,16915/s2.tif,16915
1,1,30221/s2.tif,30221
0,0,89011/s2.tif,89011
0,0,53557/s2.tif,53557
0,0,406/s2.tif,406
0,0,7763/s2.tif,7763
0,0,27829/s2.tif,27829
0,0,54859/s2.tif,54859
1,1,94786/s2.tif,94786
0,0,102831/s2.tif,102831
0,0,67658/s2.tif,67658
0,0,102181/s2.tif,102181
0,0,54980/s2.tif,54980
0,0,76885/s2.tif,76885
1,1,93046/s2.tif,93046
1,1,81323/s2.tif,81323
0,0,11916/s2.tif,11916
0,0,105185/s2.tif,105185
1,1,87444/s2.tif,87444
0,0,7031/s2.tif,7031
1,1,21044/s2.tif,21044
1,1,46863/s2.tif,46863
1,1,59068/s2.tif,59068
1,1,9021/s2.tif,9021
0,0,62413/s2.tif,62413
0,0,95741/s2.tif,95741
1,1,63770/s2.tif,63770
1,1,68573/s2.tif,68573
0,0,4919/s2.tif,4919
1,1,94307/s2.tif,94307
0,0,101223/s2.tif,101223
0,0,98703/s2.tif,98703
0,0,66054/s2.tif,66054
0,0,38490/s2.tif,38490
1,1,56711/s2.tif,56711
0,0,14409/s2.tif,14409
0,0,78484/s2.tif,78484
0,0,47922/s2.tif,47922
0,0,8784/s2.tif,8784
0,0,21094/s2.tif,21094
1,1,61085/s2.tif,61085
1,1,13856/s2.tif,13856
1,1,101010/s2.tif,101010
1,1,67215/s2.tif,67215
1,1,89462/s2.tif,89462
1,1,61521/s2.tif,61521
1,1,14118/s2.tif,14118
0,0,80147/s2.tif,80147
1,1,78674/s2.tif,78674
0,0,68437/s2.tif,68437
0,0,1607/s2.tif,1607
1,1,62049/s2.tif,62049
0,0,29986/s2.tif,29986
0,0,26206/s2.tif,26206
1,1,71815/s2.tif,71815
1,1,320/s2.tif,320
1,1,106891/s2.tif,106891
0,0,55034/s2.tif,55034
0,0,56814/s2.tif,56814
0,0,36071/s2.tif,36071
0,0,11920/s2.tif,11920
0,0,23275/s2.tif,23275
1,1,50263/s2.tif,50263
1,1,22035/s2.tif,22035
0,0,94095/s2.tif,94095
0,0,8395/s2.tif,8395
0,0,31148/s2.tif,31148
0,0,51187/s2.tif,51187
0,0,255/s2.tif,255
1,1,30491/s2.tif,30491
0,0,41689/s2.tif,41689
0,0,50155/s2.tif,50155
1,1,76253/s2.tif,76253
1,1,86396/s2.tif,86396
0,0,55468/s2.tif,55468
1,1,27123/s2.tif,27123
1,1,71899/s2.tif,71899
1,1,4749/s2.tif,4749
0,0,96033/s2.tif,96033
1,1,49712/s2.tif,49712
1,1,73943/s2.tif,73943
1,1,98851/s2.tif,98851
0,0,46313/s2.tif,46313
1,1,33417/s2.tif,33417
1,1,84846/s2.tif,84846
0,0,62063/s2.tif,62063
1,1,41074/s2.tif,41074
0,0,88927/s2.tif,88927
1,1,44498/s2.tif,44498
0,0,5920/s2.tif,5920
0,0,16233/s2.tif,16233
1,1,77597/s2.tif,77597
0,0,101465/s2.tif,101465
1,1,40469/s2.tif,40469
0,0,83956/s2.tif,83956
0,0,39466/s2.tif,39466
0,0,6993/s2.tif,6993
0,0,66872/s2.tif,66872
1,1,35074/s2.tif,35074
1,1,82369/s2.tif,82369
1,1,42839/s2.tif,42839
1,1,87166/s2.tif,87166
1,1,72669/s2.tif,72669
1,1,28153/s2.tif,28153
1,1,73243/s2.tif,73243
1,1,28192/s2.tif,28192
1,1,79632/s2.tif,79632
1,1,67796/s2.tif,67796
1,1,25356/s2.tif,25356
1,1,68256/s2.tif,68256
0,0,70212/s2.tif,70212
1,1,45015/s2.tif,45015
1,1,19072/s2.tif,19072
0,0,43871/s2.tif,43871
0,0,9413/s2.tif,9413
1,1,82166/s2.tif,82166
1,1,86376/s2.tif,86376
0,0,85188/s2.tif,85188
0,0,67108/s2.tif,67108
1,1,10833/s2.tif,10833
1,1,21197/s2.tif,21197
1,1,46622/s2.tif,46622
1,1,32675/s2.tif,32675
1,1,35304/s2.tif,35304
1,1,20630/s2.tif,20630
0,0,85965/s2.tif,85965
0,0,80420/s2.tif,80420
0,0,63574/s2.tif,63574
0,0,95231/s2.tif,95231
0,0,12155/s2.tif,12155
0,0,12457/s2.tif,12457
1,1,32625/s2.tif,32625
0,0,77234/s2.tif,77234
1,1,62980/s2.tif,62980
0,0,53901/s2.tif,53901
0,0,13246/s2.tif,13246
0,0,6239/s2.tif,6239
0,0,72215/s2.tif,72215
1,1,34840/s2.tif,34840
1,1,25626/s2.tif,25626
1,1,37294/s2.tif,37294
1,1,80976/s2.tif,80976
0,0,3222/s2.tif,3222
0,0,34977/s2.tif,34977
0,0,51955/s2.tif,51955
1,1,14190/s2.tif,14190
1,1,85668/s2.tif,85668
1,1,5582/s2.tif,5582
1,1,21640/s2.tif,21640
0,0,7802/s2.tif,7802
0,0,97376/s2.tif,97376
1,1,32023/s2.tif,32023
0,0,54989/s2.tif,54989
1,1,69890/s2.tif,69890
0,0,12021/s2.tif,12021
0,0,1054/s2.tif,1054
1,1,16875/s2.tif,16875
0,0,36352/s2.tif,36352
0,0,69306/s2.tif,69306
0,0,103264/s2.tif,103264
1,1,36901/s2.tif,36901
1,1,28223/s2.tif,28223
1,1,6518/s2.tif,6518
1,1,43014/s2.tif,43014
0,0,104323/s2.tif,104323
0,0,78021/s2.tif,78021
0,0,67344/s2.tif,67344
1,1,106401/s2.tif,106401
0,0,24348/s2.tif,24348
0,0,1869/s2.tif,1869
0,0,43469/s2.tif,43469
0,0,28882/s2.tif,28882
1,1,27132/s2.tif,27132
1,1,27175/s2.tif,27175
1,1,96515/s2.tif,96515
0,0,25090/s2.tif,25090
1,1,33627/s2.tif,33627
0,0,94729/s2.tif,94729
0,0,61716/s2.tif,61716
0,0,89643/s2.tif,89643
0,0,55380/s2.tif,55380
0,0,58203/s2.tif,58203
1,1,103521/s2.tif,103521
1,1,23883/s2.tif,23883
1,1,52395/s2.tif,52395
0,0,63423/s2.tif,63423
0,0,67830/s2.tif,67830
0,0,55256/s2.tif,55256
1,1,60704/s2.tif,60704
1,1,45758/s2.tif,45758
1,1,57472/s2.tif,57472
0,0,30083/s2.tif,30083
1,1,11558/s2.tif,11558
1,1,88914/s2.tif,88914
1,1,98136/s2.tif,98136
0,0,60784/s2.tif,60784
1,1,37503/s2.tif,37503
1,1,31260/s2.tif,31260
0,0,49044/s2.tif,49044
1,1,29593/s2.tif,29593
0,0,65782/s2.tif,65782
0,0,7808/s2.tif,7808
0,0,42682/s2.tif,42682
0,0,87810/s2.tif,87810
0,0,40589/s2.tif,40589
0,0,40604/s2.tif,40604
1,1,77322/s2.tif,77322
1,1,68882/s2.tif,68882
0,0,91038/s2.tif,91038
1,1,38377/s2.tif,38377
0,0,25418/s2.tif,25418
