plume_id,status,reason,source_mask,reference,reference_kind,out_mask,positive_pixels
GAO20230819t192214p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t192214p0000-D/s2_mask_512.tif,130
GAO20230819t192214p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t192214p0000-F/s2_mask_512.tif,45
GAO20230819t192818p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t192818p0000-B/s2_mask_512.tif,70
GAO20230819t192818p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t192818p0000-C/s2_mask_512.tif,49
GAO20230819t192818p0000-N,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t192818p0000-N/s2_mask_512.tif,76
GAO20230819t193458p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t193458p0000-A/s2_mask_512.tif,68
GAO20230819t193458p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t193458p0000-G/s2_mask_512.tif,97
GAO20230819t193458p0000-N,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t193458p0000-N/s2_mask_512.tif,11
GAO20230819t193458p0000-T,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t193458p0000-T/s2_mask_512.tif,33
GAO20230819t194058p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t194058p0000-A/s2_mask_512.tif,253
GAO20230819t194058p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t194058p0000-B/s2_mask_512.tif,42
GAO20230819t194058p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t194058p0000-F/s2_mask_512.tif,67
GAO20230819t194733p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t194733p0000-A/s2_mask_512.tif,28
GAO20230819t194733p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t194733p0000-F/s2_mask_512.tif,48
GAO20230819t195323p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t195323p0000-C/s2_mask_512.tif,18
GAO20230819t195323p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t195323p0000-F/s2_mask_512.tif,98
GAO20230819t195323p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t195323p0000-G/s2_mask_512.tif,23
GAO20230819t200018p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t200018p0000-A/s2_mask_512.tif,30
GAO20230819t200018p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t200018p0000-B/s2_mask_512.tif,57
GAO20230819t200018p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230819t200018p0000-C/s2_mask_512.tif,129
GAO20230820t160517p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t160517p0000-A/s2_mask_512.tif,126
GAO20230820t161142p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t161142p0000-A/s2_mask_512.tif,75
GAO20230820t161142p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t161142p0000-B/s2_mask_512.tif,35
GAO20230820t161902p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t161902p0000-A/s2_mask_512.tif,55
GAO20230820t161902p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t161902p0000-B/s2_mask_512.tif,44
GAO20230820t161902p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t161902p0000-C/s2_mask_512.tif,86
GAO20230820t162503p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t162503p0000-A/s2_mask_512.tif,154
GAO20230820t162503p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t162503p0000-B/s2_mask_512.tif,80
GAO20230820t163227p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t163227p0000-A/s2_mask_512.tif,34
GAO20230820t163227p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t163227p0000-B/s2_mask_512.tif,42
GAO20230820t163912p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t163912p0000-A/s2_mask_512.tif,64
GAO20230820t163912p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t163912p0000-B/s2_mask_512.tif,35
GAO20230820t163912p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t163912p0000-C/s2_mask_512.tif,165
GAO20230820t163912p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t163912p0000-D/s2_mask_512.tif,262
GAO20230820t164622p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t164622p0000-A/s2_mask_512.tif,160
GAO20230820t164622p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t164622p0000-B/s2_mask_512.tif,390
GAO20230820t164622p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t164622p0000-C/s2_mask_512.tif,105
GAO20230820t165237p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t165237p0000-C/s2_mask_512.tif,113
GAO20230820t165237p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t165237p0000-D/s2_mask_512.tif,89
GAO20230820t165949p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t165949p0000-A/s2_mask_512.tif,431
GAO20230820t170612p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t170612p0000-A/s2_mask_512.tif,896
GAO20230820t170612p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t170612p0000-B/s2_mask_512.tif,631
GAO20230820t171933p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t171933p0000-B/s2_mask_512.tif,228
GAO20230820t172652p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230820t172652p0000-A/s2_mask_512.tif,293
GAO20230824t173950p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-A/s2_mask_512.tif,122
GAO20230824t173950p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-B/s2_mask_512.tif,122
GAO20230824t173950p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-C/s2_mask_512.tif,40
GAO20230824t173950p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-D/s2_mask_512.tif,672
GAO20230824t173950p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-E/s2_mask_512.tif,65
GAO20230824t173950p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-F/s2_mask_512.tif,32
GAO20230824t173950p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-G/s2_mask_512.tif,525
GAO20230824t173950p0000-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-H/s2_mask_512.tif,46
GAO20230824t173950p0000-I,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t173950p0000-I/s2_mask_512.tif,39
GAO20230824t174552p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-A/s2_mask_512.tif,78
GAO20230824t174552p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-B/s2_mask_512.tif,39
GAO20230824t174552p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-C/s2_mask_512.tif,27
GAO20230824t174552p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-D/s2_mask_512.tif,164
GAO20230824t174552p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-E/s2_mask_512.tif,34
GAO20230824t174552p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-F/s2_mask_512.tif,446
GAO20230824t174552p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-G/s2_mask_512.tif,342
GAO20230824t174552p0000-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-H/s2_mask_512.tif,67
GAO20230824t174552p0000-I,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-I/s2_mask_512.tif,577
GAO20230824t174552p0000-J,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t174552p0000-J/s2_mask_512.tif,600
GAO20230824t175220p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-A/s2_mask_512.tif,36
GAO20230824t175220p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-B/s2_mask_512.tif,72
GAO20230824t175220p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-C/s2_mask_512.tif,490
GAO20230824t175220p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-D/s2_mask_512.tif,28
GAO20230824t175220p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-E/s2_mask_512.tif,190
GAO20230824t175220p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-F/s2_mask_512.tif,1116
GAO20230824t175220p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-G/s2_mask_512.tif,47
GAO20230824t175220p0000-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-H/s2_mask_512.tif,595
GAO20230824t175220p0000-I,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175220p0000-I/s2_mask_512.tif,593
GAO20230824t175835p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-A/s2_mask_512.tif,19
GAO20230824t175835p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-B/s2_mask_512.tif,110
GAO20230824t175835p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-C/s2_mask_512.tif,99
GAO20230824t175835p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-D/s2_mask_512.tif,262
GAO20230824t175835p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-E/s2_mask_512.tif,55
GAO20230824t175835p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-F/s2_mask_512.tif,407
GAO20230824t175835p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-G/s2_mask_512.tif,407
GAO20230824t175835p0000-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-H/s2_mask_512.tif,51
GAO20230824t175835p0000-I,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-I/s2_mask_512.tif,98
GAO20230824t175835p0000-J,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-J/s2_mask_512.tif,56
GAO20230824t175835p0000-K,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-K/s2_mask_512.tif,52
GAO20230824t175835p0000-L,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t175835p0000-L/s2_mask_512.tif,59
GAO20230824t180435p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-B/s2_mask_512.tif,150
GAO20230824t180435p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-C/s2_mask_512.tif,95
GAO20230824t180435p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-D/s2_mask_512.tif,100
GAO20230824t180435p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-E/s2_mask_512.tif,67
GAO20230824t180435p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-F/s2_mask_512.tif,48
GAO20230824t180435p0000-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-H/s2_mask_512.tif,26
GAO20230824t180435p0000-I,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-I/s2_mask_512.tif,116
GAO20230824t180435p0000-J,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-J/s2_mask_512.tif,76
GAO20230824t180435p0000-K,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-K/s2_mask_512.tif,777
GAO20230824t180435p0000-L,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-L/s2_mask_512.tif,766
GAO20230824t180435p0000-M,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-M/s2_mask_512.tif,339
GAO20230824t180435p0000-N,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-N/s2_mask_512.tif,51
GAO20230824t180435p0000-O,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-O/s2_mask_512.tif,43
GAO20230824t180435p0000-P,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t180435p0000-P/s2_mask_512.tif,69
GAO20230824t181850p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-A/s2_mask_512.tif,199
GAO20230824t181850p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-B/s2_mask_512.tif,29
GAO20230824t181850p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-C/s2_mask_512.tif,44
GAO20230824t181850p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-D/s2_mask_512.tif,11
GAO20230824t181850p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-E/s2_mask_512.tif,120
GAO20230824t181850p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-F/s2_mask_512.tif,193
GAO20230824t181850p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-G/s2_mask_512.tif,36
GAO20230824t181850p0000-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-H/s2_mask_512.tif,182
GAO20230824t181850p0000-I,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t181850p0000-I/s2_mask_512.tif,29
GAO20230824t182756p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-A/s2_mask_512.tif,31
GAO20230824t182756p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-B/s2_mask_512.tif,65
GAO20230824t182756p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-C/s2_mask_512.tif,517
GAO20230824t182756p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-D/s2_mask_512.tif,18
GAO20230824t182756p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-E/s2_mask_512.tif,700
GAO20230824t182756p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-F/s2_mask_512.tif,893
GAO20230824t182756p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-G/s2_mask_512.tif,186
GAO20230824t182756p0000-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-H/s2_mask_512.tif,43
GAO20230824t182756p0000-I,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t182756p0000-I/s2_mask_512.tif,130
GAO20230824t183712p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-B/s2_mask_512.tif,112
GAO20230824t183712p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-C/s2_mask_512.tif,97
GAO20230824t183712p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-D/s2_mask_512.tif,60
GAO20230824t183712p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-E/s2_mask_512.tif,39
GAO20230824t183712p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-F/s2_mask_512.tif,317
GAO20230824t183712p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-G/s2_mask_512.tif,414
GAO20230824t183712p0000-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-H/s2_mask_512.tif,19
GAO20230824t183712p0000-J,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-J/s2_mask_512.tif,47
GAO20230824t183712p0000-K,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t183712p0000-K/s2_mask_512.tif,81
GAO20230824t185535p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t185535p0000-A/s2_mask_512.tif,8
GAO20230824t185535p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t185535p0000-B/s2_mask_512.tif,22
GAO20230824t185535p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t185535p0000-C/s2_mask_512.tif,16
GAO20230824t185535p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t185535p0000-D/s2_mask_512.tif,78
GAO20230824t185535p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t185535p0000-E/s2_mask_512.tif,50
GAO20230824t185535p0000-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t185535p0000-F/s2_mask_512.tif,248
GAO20230824t185535p0000-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230824t185535p0000-G/s2_mask_512.tif,26
GAO20230825t163030p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t163030p0000-A/s2_mask_512.tif,241
GAO20230825t164346p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t164346p0000-C/s2_mask_512.tif,69
GAO20230825t165735p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t165735p0000-A/s2_mask_512.tif,251
GAO20230825t165735p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t165735p0000-B/s2_mask_512.tif,41
GAO20230825t170410p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t170410p0000-A/s2_mask_512.tif,23
GAO20230825t171035p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t171035p0000-A/s2_mask_512.tif,48
GAO20230825t171710p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t171710p0000-D/s2_mask_512.tif,46
GAO20230825t171710p0000-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t171710p0000-E/s2_mask_512.tif,59
GAO20230825t172335p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t172335p0000-C/s2_mask_512.tif,123
GAO20230825t173019p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t173019p0000-A/s2_mask_512.tif,34
GAO20230825t173019p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t173019p0000-B/s2_mask_512.tif,174
GAO20230825t173019p0000-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t173019p0000-C/s2_mask_512.tif,72
GAO20230825t173019p0000-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230825t173019p0000-D/s2_mask_512.tif,70
GAO20230907t183326p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230907t183326p0000-A/s2_mask_512.tif,307
GAO20230907t183326p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230907t183326p0000-B/s2_mask_512.tif,16
GAO20230907t195230p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230907t195230p0000-A/s2_mask_512.tif,85
GAO20230907t200201p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230907t200201p0000-A/s2_mask_512.tif,72
GAO20230908t162430p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230908t162430p0000-A/s2_mask_512.tif,97
GAO20230908t162430p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230908t162430p0000-B/s2_mask_512.tif,640
GAO20230908t162824p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230908t162824p0000-A/s2_mask_512.tif,52
GAO20230908t174809p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230908t174809p0000-A/s2_mask_512.tif,77
GAO20230912t181313p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t181313p0000-A/s2_mask_512.tif,158
GAO20230912t183548p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t183548p0000-A/s2_mask_512.tif,1416
GAO20230912t183548p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t183548p0000-B/s2_mask_512.tif,21
GAO20230912t184733p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t184733p0000-A/s2_mask_512.tif,26
GAO20230912t185903p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t185903p0000-A/s2_mask_512.tif,428
GAO20230912t193133p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t193133p0000-A/s2_mask_512.tif,209
GAO20230912t193133p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t193133p0000-B/s2_mask_512.tif,71
GAO20230912t194153p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t194153p0000-A/s2_mask_512.tif,149
GAO20230912t200700p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230912t200700p0000-A/s2_mask_512.tif,146
GAO20230922t183732p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230922t183732p0000-A/s2_mask_512.tif,32
GAO20230922t185216p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230922t185216p0000-A/s2_mask_512.tif,14
GAO20230922t185216p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230922t185216p0000-B/s2_mask_512.tif,38
GAO20230922t185631p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230922t185631p0000-A/s2_mask_512.tif,74
GAO20230922t185631p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230922t185631p0000-B/s2_mask_512.tif,23
GAO20230925t170338p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230925t170338p0000-A/s2_mask_512.tif,28
GAO20230925t171623p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230925t171623p0000-A/s2_mask_512.tif,46
GAO20230927t191343p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230927t191343p0000-A/s2_mask_512.tif,134
GAO20230927t191833p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230927t191833p0000-A/s2_mask_512.tif,195
GAO20230927t193128p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230927t193128p0000-A/s2_mask_512.tif,57
GAO20230927t193128p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230927t193128p0000-B/s2_mask_512.tif,288
GAO20230927t193545p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230927t193545p0000-A/s2_mask_512.tif,88
GAO20230928t172311p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230928t172311p0000-A/s2_mask_512.tif,15
GAO20230928t172806p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230928t172806p0000-A/s2_mask_512.tif,69
GAO20230929t184651p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230929t184651p0000-A/s2_mask_512.tif,35
GAO20230929t190156p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230929t190156p0000-A/s2_mask_512.tif,72
GAO20230929t191552p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20230929t191552p0000-A/s2_mask_512.tif,270
GAO20231004t181028p0000-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20231004t181028p0000-B/s2_mask_512.tif,13
GAO20231004t182123p0000-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/GAO20231004t182123p0000-A/s2_mask_512.tif,11
