plume_id,status,reason,mask_positive_pixels,mask_center20_sum,s2_0_std_512,s2_-7_std_512,s2_prev2_std_512,s2_prev3_std_512,s2_-90_std_512,s2_-360_std_512,resized_512x512_path
ang20191007t184008-E,ok,,66,66,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-E/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-E/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-E/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-E/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-E/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-E/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-E/resized_512x512.tif
ang20191007t184008-F,ok,,92,80,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-F/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-F/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-F/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-F/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-F/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-F/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-F/resized_512x512.tif
ang20191007t184008-G,ok,,353,115,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-G/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-G/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-G/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-G/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-G/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-G/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-G/resized_512x512.tif
ang20191007t184008-H,ok,,68,62,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-H/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-H/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-H/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-H/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-H/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-H/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-H/resized_512x512.tif
ang20191007t184008-I,ok,,342,150,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-I/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-I/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-I/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-I/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-I/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-I/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t184008-I/resized_512x512.tif
ang20191007t185303-A,ok,,1878,368,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-A/resized_512x512.tif
ang20191007t185303-B,ok,,221,85,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-B/resized_512x512.tif
ang20191007t185303-C,ok,,181,81,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-C/resized_512x512.tif
ang20191007t185303-D,ok,,59,59,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-D/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-D/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-D/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-D/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-D/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-D/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-D/resized_512x512.tif
ang20191007t185303-E,ok,,71,71,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-E/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-E/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-E/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-E/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-E/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-E/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t185303-E/resized_512x512.tif
ang20191007t190840-1,ok,,191,131,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-1/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-1/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-1/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-1/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-1/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-1/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-1/resized_512x512.tif
ang20191007t190840-2,ok,,86,76,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-2/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-2/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-2/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-2/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-2/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-2/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-2/resized_512x512.tif
ang20191007t190840-3,ok,,95,95,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-3/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-3/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-3/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-3/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-3/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-3/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-3/resized_512x512.tif
ang20191007t190840-A,ok,,232,156,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-A/resized_512x512.tif
ang20191007t190840-B,ok,,148,99,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-B/resized_512x512.tif
ang20191007t190840-C,ok,,46,45,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-C/resized_512x512.tif
ang20191007t190840-D,ok,,255,87,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-D/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-D/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-D/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-D/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-D/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-D/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-D/resized_512x512.tif
ang20191007t190840-E,ok,,74,74,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-E/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-E/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-E/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-E/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-E/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-E/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-E/resized_512x512.tif
ang20191007t190840-F,ok,,49,49,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-F/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-F/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-F/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-F/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-F/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-F/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-F/resized_512x512.tif
ang20191007t190840-G,ok,,65,65,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-G/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-G/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-G/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-G/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-G/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-G/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-G/resized_512x512.tif
ang20191007t190840-H,ok,,42,42,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-H/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-H/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-H/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-H/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-H/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-H/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-H/resized_512x512.tif
ang20191007t190840-I,ok,,69,69,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-I/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-I/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-I/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-I/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-I/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-I/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-I/resized_512x512.tif
ang20191007t190840-J,ok,,966,94,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-J/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-J/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-J/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-J/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-J/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-J/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-J/resized_512x512.tif
ang20191007t190840-K,ok,,60,60,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-K/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-K/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-K/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-K/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-K/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-K/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-K/resized_512x512.tif
ang20191007t190840-L,ok,,141,65,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-L/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-L/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-L/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-L/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-L/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-L/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t190840-L/resized_512x512.tif
ang20191007t193705-3,ok,,3504,118,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-3/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-3/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-3/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-3/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-3/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-3/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-3/resized_512x512.tif
ang20191007t193705-4,ok,,250,204,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-4/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-4/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-4/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-4/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-4/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-4/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-4/resized_512x512.tif
ang20191007t193705-5,ok,,290,235,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-5/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-5/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-5/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-5/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-5/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-5/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-5/resized_512x512.tif
ang20191007t193705-A,ok,,194,188,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-A/resized_512x512.tif
ang20191007t193705-B,ok,,3498,167,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-B/resized_512x512.tif
ang20191007t193705-D,ok,,118,114,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-D/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-D/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-D/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-D/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-D/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-D/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-D/resized_512x512.tif
ang20191007t193705-F,ok,,86,86,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-F/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-F/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-F/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-F/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-F/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-F/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-F/resized_512x512.tif
ang20191007t193705-G,ok,,162,148,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-G/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-G/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-G/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-G/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-G/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-G/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/ang20191007t193705-G/resized_512x512.tif
